Date;file;Day;Month;Year;Hour;Minute;Second;ACI;ADI;AEI;BI;NDSI;ratioBA;antroPh;bioPh;Ht;M;AR;ROItotal;ROIcover
2022-05-27 06:40:00;Basamba\SWIFT8_20220527_064000.wav;27;5;2022;6;40;0;312.36;1.82;0.52;0.11;0.65;4.76;0.03;0.14;0.4;0.0;[1.];8365;4.89
2022-05-27 08:40:00;Basamba\SWIFT 02_20220527_084000.wav;27;5;2022;8;40;0;316.54;2.29;0.09;0.16;0.95;37.53;0.02;0.83;0.39;0.0;[1.];6373;8.74
2022-05-27 08:40:00;Basamba\SWIFT17_20220527_084000.wav;27;5;2022;8;40;0;304.05;1.79;0.5;0.14;0.64;4.52;0.02;0.08;0.37;0.0;[1.];4285;8.13
2022-05-27 08:40:00;Basamba\SWIFT 16_20220527_084000.wav;27;5;2022;8;40;0;304.93;0.21;0.93;0.12;0.96;45.27;0.02;1.01;0.54;0.01;[1.];5850;7.88
2022-05-27 08:40:00;Basamba\SWIFT 19_20220527_084000.wav;27;5;2022;8;40;0;297.49;2.28;0.15;0.09;0.91;21.21;0.01;0.25;0.39;0.0;[1.];4594;5.02
2022-05-27 08:40:00;Basamba\SWIFT20_20220527_084000.wav;27;5;2022;8;40;0;298.46;2.15;0.32;0.14;0.62;4.23;0.05;0.22;0.42;0.01;[1.];3330;3.16
2022-05-27 08:40:00;Basamba\SWIFT5_20220527_084000.wav;27;5;2022;8;40;0;301.63;1.95;0.51;0.12;0.83;10.86;0.01;0.13;0.39;0.0;[1.];6055;6.27
2022-05-27 08:40:00;Basamba\SWIFT10_20220527_084000.wav;27;5;2022;8;40;0;305.0;1.73;0.56;0.12;0.88;15.35;0.01;0.14;0.4;0.0;[1.];6194;16.2
2022-05-27 08:40:00;Basamba\SWIFT4_20220527_084000.wav;27;5;2022;8;40;0;305.24;0.76;0.88;0.3;0.98;98.31;0.02;1.77;0.69;0.01;[1.];11723;14.89
2022-05-27 08:40:00;Basamba\SWIFT1_20220527_084000.wav;27;5;2022;8;40;0;302.06;1.86;0.51;0.11;0.7;5.72;0.01;0.05;0.37;0.0;[1.];8899;7.5
2022-05-27 08:40:00;Basamba\SWIFT6_20220527_084000.wav;27;5;2022;8;40;0;311.74;1.91;0.48;0.09;0.87;13.89;0.01;0.17;0.38;0.0;[1.];13212;7.98
2022-05-27 08:40:00;Basamba\SWIFT11_20220527_084000.wav;27;5;2022;8;40;0;302.67;1.81;0.5;0.1;0.89;17.22;0.01;0.13;0.4;0.0;[1.];4603;3.18
